,epoch,train_loss,valid_loss
0,0.0,0.9922143220901489,1.027629017829895
1,1.0,0.9827294945716858,1.0180408954620361
2,2.0,0.9729705452919006,1.0073864459991455
3,3.0,0.9622279405593872,0.9956300854682922
4,4.0,0.950183629989624,0.9822166562080383
5,5.0,0.9362879991531372,0.9666033387184143
6,6.0,0.920234203338623,0.9482371211051941
7,7.0,0.9013336896896362,0.9266506433486938
8,8.0,0.8791999816894531,0.9011184573173523
9,9.0,0.852963387966156,0.8712541460990906
10,10.0,0.8224755525588989,0.836510419845581
11,11.0,0.7873101830482483,0.7958260774612427
12,12.0,0.7469288110733032,0.750230073928833
13,13.0,0.7021559476852417,0.6994292140007019
14,14.0,0.6527815461158752,0.6453869342803955
15,15.0,0.6005738973617554,0.5884918570518494
16,16.0,0.5469202995300293,0.53061443567276
17,17.0,0.4929278790950775,0.4737759232521057
18,18.0,0.4408546984195709,0.419307678937912
19,19.0,0.3917114734649658,0.36897826194763184
20,20.0,0.34674879908561707,0.3233726918697357
21,21.0,0.30572107434272766,0.2829590141773224
22,22.0,0.26912721991539,0.24734368920326233
23,23.0,0.23661763966083527,0.21610227227210999
24,24.0,0.20772643387317657,0.18889865279197693
25,25.0,0.18230830132961273,0.16513441503047943
26,26.0,0.16010682284832,0.14475566148757935
27,27.0,0.1409178227186203,0.1277485489845276
28,28.0,0.1247687116265297,0.1134813129901886
29,29.0,0.1111416146159172,0.10179872065782547
30,30.0,0.0999944880604744,0.0922832265496254
31,31.0,0.09074204415082932,0.08470670133829117
32,32.0,0.08337008208036423,0.07867559045553207
33,33.0,0.07737219333648682,0.07378573715686798
34,34.0,0.07251070439815521,0.0699445977807045
35,35.0,0.06851334869861603,0.06657247245311737
36,36.0,0.065150186419487,0.06393711268901825
37,37.0,0.06240884214639664,0.061730336397886276
38,38.0,0.060165297240018845,0.05985574424266815
39,39.0,0.058081042021512985,0.05824809893965721
40,40.0,0.05634729936718941,0.05691385269165039
41,41.0,0.05481763929128647,0.05569542199373245
42,42.0,0.053560443222522736,0.05471720173954964
43,43.0,0.0524066723883152,0.05384683609008789
44,44.0,0.05141717568039894,0.053071826696395874
45,45.0,0.05058428645133972,0.05239913612604141
46,46.0,0.04984777048230171,0.05195620283484459
47,47.0,0.049178339540958405,0.05139720439910889
48,48.0,0.048626407980918884,0.0512210950255394
49,49.0,0.04818134382367134,0.05064024031162262
50,50.0,0.04766906052827835,0.050296176224946976
51,51.0,0.047264039516448975,0.05004655569791794
52,52.0,0.04691658541560173,0.04979618266224861
53,53.0,0.04657798260450363,0.049694519490003586
54,54.0,0.046285778284072876,0.04942506551742554
55,55.0,0.046089716255664825,0.04927682504057884
56,56.0,0.045769572257995605,0.04907701164484024
57,57.0,0.04556196555495262,0.04889272153377533
58,58.0,0.04533983767032623,0.04901645705103874
59,59.0,0.045189060270786285,0.04863233119249344
60,60.0,0.044966500252485275,0.048518020659685135
61,61.0,0.044788721948862076,0.0484367199242115
62,62.0,0.04462280869483948,0.04822622612118721
63,63.0,0.044501740485429764,0.04807261377573013
64,64.0,0.04431255906820297,0.048050180077552795
65,65.0,0.04414915293455124,0.04783886671066284
66,66.0,0.044001176953315735,0.0478816032409668
67,67.0,0.04384765774011612,0.047605257481336594
68,68.0,0.04374672845005989,0.04745907709002495
69,69.0,0.043585315346717834,0.047312647104263306
70,70.0,0.043474894016981125,0.04720330238342285
71,71.0,0.04335275664925575,0.04719111695885658
72,72.0,0.04319176450371742,0.047002192586660385
73,73.0,0.043074920773506165,0.04685026779770851
74,74.0,0.042936380952596664,0.04679768159985542
75,75.0,0.04283737391233444,0.04676016792654991
76,76.0,0.04271823167800903,0.046634335070848465
77,77.0,0.04257601499557495,0.04638155177235603
78,78.0,0.04247182235121727,0.0462770015001297
79,79.0,0.04240575432777405,0.04613175988197327
80,80.0,0.04220549017190933,0.04600775986909866
81,81.0,0.04217379540205002,0.04593494534492493
82,82.0,0.04199378564953804,0.045767948031425476
83,83.0,0.04186985269188881,0.04566144198179245
84,84.0,0.041739571839571,0.04565653204917908
85,85.0,0.041653282940387726,0.04538978636264801
86,86.0,0.04156239703297615,0.0452876053750515
87,87.0,0.041420094668865204,0.04518513381481171
88,88.0,0.04132338985800743,0.0450652614235878
89,89.0,0.04122364521026611,0.045113082975149155
90,90.0,0.041136518120765686,0.044926222413778305
91,91.0,0.04102111607789993,0.04470338672399521
92,92.0,0.0408748984336853,0.04457788169384003
93,93.0,0.040823228657245636,0.04448845237493515
94,94.0,0.04067105054855347,0.04444582015275955
95,95.0,0.040549490600824356,0.04421931132674217
96,96.0,0.04046289995312691,0.044163547456264496
97,97.0,0.040341414511203766,0.043994441628456116
98,98.0,0.04028058052062988,0.04388207197189331
99,99.0,0.040157996118068695,0.043769072741270065
100,100.0,0.04007931053638458,0.04372091963887215
101,101.0,0.03994537517428398,0.043553877621889114
102,102.0,0.03984719514846802,0.043448902666568756
103,103.0,0.03974951431155205,0.04334394261240959
104,104.0,0.039652593433856964,0.043216217309236526
105,105.0,0.03957793861627579,0.043084364384412766
106,106.0,0.0394991934299469,0.04298572987318039
107,107.0,0.0393962599337101,0.04295319691300392
108,108.0,0.039279162883758545,0.042802050709724426
109,109.0,0.03916260227560997,0.04260571673512459
110,110.0,0.039083342999219894,0.042534977197647095
111,111.0,0.03899986296892166,0.04240582138299942
112,112.0,0.038915302604436874,0.04229356348514557
113,113.0,0.03879311680793762,0.042243074625730515
114,114.0,0.038708850741386414,0.042141109704971313
115,115.0,0.038603778928518295,0.04198753461241722
116,116.0,0.03852694109082222,0.04197029024362564
117,117.0,0.038496192544698715,0.041775625199079514
118,118.0,0.03834975138306618,0.04167217016220093
119,119.0,0.03825664892792702,0.041612427681684494
120,120.0,0.03815150633454323,0.041454609483480453
121,121.0,0.03807595372200012,0.041350558400154114
122,122.0,0.03797056898474693,0.04126579314470291
123,123.0,0.03789034113287926,0.04113682359457016
124,124.0,0.03782248497009277,0.04102611914277077
125,125.0,0.03771680220961571,0.0409264974296093
126,126.0,0.03763383999466896,0.04090680554509163
127,127.0,0.03757612779736519,0.040777795016765594
128,128.0,0.03753309324383736,0.0405648872256279
129,129.0,0.03738591447472572,0.04059738665819168
130,130.0,0.03734852001070976,0.04043491929769516
131,131.0,0.0372229628264904,0.040321335196495056
132,132.0,0.03715481236577034,0.040288541465997696
133,133.0,0.037056706845760345,0.04004819691181183
134,134.0,0.03693980351090431,0.040009476244449615
135,135.0,0.03686608746647835,0.040056146681308746
136,136.0,0.03682931140065193,0.03984858840703964
137,137.0,0.03671184182167053,0.039676886051893234
138,138.0,0.03664175793528557,0.03959541767835617
139,139.0,0.03653863072395325,0.03948082774877548
140,140.0,0.03650090843439102,0.0393909253180027
141,141.0,0.03645959123969078,0.03933504596352577
142,142.0,0.036313097923994064,0.039163507521152496
143,143.0,0.03633744269609451,0.039105720818042755
144,144.0,0.03617353364825249,0.03901886194944382
145,145.0,0.03609520569443703,0.03890661522746086
146,146.0,0.036035943776369095,0.03877870365977287
147,147.0,0.03596915677189827,0.0388566292822361
148,148.0,0.035860445350408554,0.03860967606306076
149,149.0,0.0357775017619133,0.038509171456098557
150,150.0,0.03572144731879234,0.03849504515528679
151,151.0,0.0356328971683979,0.038394585251808167
152,152.0,0.035544633865356445,0.03822335973381996
153,153.0,0.03550395742058754,0.038139522075653076
154,154.0,0.03543020412325859,0.038030270487070084
155,155.0,0.0354212149977684,0.03795435279607773
156,156.0,0.03526587411761284,0.037830203771591187
157,157.0,0.035236671566963196,0.03776966780424118
158,158.0,0.03511897847056389,0.037646010518074036
159,159.0,0.035056181252002716,0.03752283379435539
160,160.0,0.03499196097254753,0.03752867132425308
161,161.0,0.034921273589134216,0.037363722920417786
162,162.0,0.034845855087041855,0.03728640079498291
163,163.0,0.03478630259633064,0.03718777000904083
164,164.0,0.0346994623541832,0.037223346531391144
165,165.0,0.03467444330453873,0.0370013490319252
166,166.0,0.03455503284931183,0.03697359934449196
167,167.0,0.0345061831176281,0.036828771233558655
168,168.0,0.03443363308906555,0.03674633055925369
169,169.0,0.03438159078359604,0.03670187294483185
170,170.0,0.03430541232228279,0.03655165061354637
171,171.0,0.03424471244215965,0.036521367728710175
172,172.0,0.03418534994125366,0.03640022128820419
173,173.0,0.03410733491182327,0.036364197731018066
174,174.0,0.03409086540341377,0.03630063682794571
175,175.0,0.03405231982469559,0.03613908961415291
176,176.0,0.03394731134176254,0.03617433086037636
177,177.0,0.03392636775970459,0.03601081669330597
178,178.0,0.033893246203660965,0.03590653836727142
179,179.0,0.0337676964700222,0.03580616042017937
180,180.0,0.03367817401885986,0.03574630990624428
181,181.0,0.03362897038459778,0.035659804940223694
182,182.0,0.03356095403432846,0.035615675151348114
183,183.0,0.03352389857172966,0.035510528832674026
184,184.0,0.03345007076859474,0.03550715744495392
185,185.0,0.03345848247408867,0.03535442799329758
186,186.0,0.03341393545269966,0.035308461636304855
187,187.0,0.03329240158200264,0.03519414737820625
188,188.0,0.033219870179891586,0.035135943442583084
189,189.0,0.03317631036043167,0.03505995497107506
190,190.0,0.03319823741912842,0.03498917073011398
191,191.0,0.03315489739179611,0.034920237958431244
192,192.0,0.03301049768924713,0.03480538725852966
193,193.0,0.03295031934976578,0.034827206283807755
194,194.0,0.032901886850595474,0.034798357635736465
195,195.0,0.03290620818734169,0.03464892506599426
196,196.0,0.0328151173889637,0.03451964259147644
197,197.0,0.032739073038101196,0.03461616113781929
198,198.0,0.03272861987352371,0.03464331105351448
199,199.0,0.03266268968582153,0.034368447959423065
200,200.0,0.03257862851023674,0.034410860389471054
201,201.0,0.03262922540307045,0.03445763140916824
202,202.0,0.032517578452825546,0.03412003442645073
203,203.0,0.0325055867433548,0.034069400280714035
204,204.0,0.03243465721607208,0.03403398022055626
205,205.0,0.03235265612602234,0.03393510356545448
206,206.0,0.03230291232466698,0.03387925401329994
207,207.0,0.03225620463490486,0.033852361142635345
208,208.0,0.032217856496572495,0.03376489505171776
209,209.0,0.03216518089175224,0.03372882306575775
210,210.0,0.032112639397382736,0.03366468846797943
211,211.0,0.032073237001895905,0.03358850255608559
212,212.0,0.0320775993168354,0.033560387790203094
213,213.0,0.03205079957842827,0.03347150236368179
214,214.0,0.03197148069739342,0.0334666408598423
215,215.0,0.03195714205503464,0.033349763602018356
216,216.0,0.03192180022597313,0.033273715525865555
217,217.0,0.03185887634754181,0.03329145163297653
218,218.0,0.03180182725191116,0.03339467942714691
219,219.0,0.031789105385541916,0.03319500759243965
220,220.0,0.03178424760699272,0.033341728150844574
221,221.0,0.031912099570035934,0.03331197053194046
222,222.0,0.03189690038561821,0.03303483873605728
223,223.0,0.031638823449611664,0.032978884875774384
224,224.0,0.0315670445561409,0.032968778163194656
225,225.0,0.031617406755685806,0.032839711755514145
226,226.0,0.03157860040664673,0.032800935208797455
227,227.0,0.0315757617354393,0.03276143968105316
228,228.0,0.03141186386346817,0.03269979730248451
229,229.0,0.031377021223306656,0.03265518322587013
230,230.0,0.031437672674655914,0.03270506113767624
231,231.0,0.031348906457424164,0.03256605193018913
232,232.0,0.031272511929273605,0.032652631402015686
233,233.0,0.031280677765607834,0.032470423728227615
234,234.0,0.03122294694185257,0.03245190158486366
235,235.0,0.03119904175400734,0.032442111521959305
236,236.0,0.03116881288588047,0.032340627163648605
237,237.0,0.03115053102374077,0.03234732896089554
238,238.0,0.03110145591199398,0.03230465203523636
239,239.0,0.0311106126755476,0.032303087413311005
240,240.0,0.031059101223945618,0.032201457768678665
241,241.0,0.031032433733344078,0.03213738650083542
242,242.0,0.03100786730647087,0.03209768235683441
243,243.0,0.03095170669257641,0.032069891691207886
244,244.0,0.030929487198591232,0.03199630603194237
245,245.0,0.0309347715228796,0.03198320418596268
246,246.0,0.030879072844982147,0.03194958716630936
247,247.0,0.03085636906325817,0.031931135803461075
248,248.0,0.030824560672044754,0.03191930428147316
249,249.0,0.030806371942162514,0.031920261681079865
250,250.0,0.03083823248744011,0.03209963068366051
251,251.0,0.030827121809124947,0.031776249408721924
