Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,All Oxide
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Refract Index 486.1nm F,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, ZnO, SrO, PbO, La2O3, TiO2, GeO2, ZrO2, P2O5, Refract Index 486.1nm F
2016, GB10-132299, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 60.0, , 30.0, , 10.0, , , , , , , , , , , , 1.593
2017, GB10-132300, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 60.0, , 20.0, , 20.0, , , , , , , , , , , , 1.613
2018, GB10-132301, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 50.0, , 30.0, , 20.0, , , , , , , , , , , , 1.621
2019, GB10-132302, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 65.0, , 5.0, , 30.0, , , , , , , , , , , , 1.628
2020, GB10-132303, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 60.0, , 10.0, , 30.0, , , , , , , , , , , , 1.631
2021, GB10-132304, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 55.0, , 15.0, , 30.0, , , , , , , , , , , , 1.641
2022, GB10-132305, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 50.0, , 20.0, , 30.0, , , , , , , , , , , , 1.643
2023, GB10-132306, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 40.0, , 30.0, , 30.0, , , , , , , , , , , , 1.656
2024, GB10-132307, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 30.0, , 40.0, , 30.0, , , , , , , , , , , , 1.662
2025, GB10-132308, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 68.18, , , 22.73, 9.09, , , , , , , , , , , , 1.616
2026, GB10-132309, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 75.0, , , 5.0, 20.0, , , , , , , , , , , , 1.59
2027, GB10-132310, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 65.0, , , 15.0, 20.0, , , , , , , , , , , , 1.626
2028, GB10-132311, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 55.0, , , 25.0, 20.0, , , , , , , , , , , , 1.648
2029, GB10-132312, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 50.0, , , 30.0, 20.0, , , , , , , , , , , , 1.652
2030, GB10-132313, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 65.0, , , 10.0, 25.0, , , , , , , , , , , , 1.629
2031, GB10-132314, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 70.0, , , , 10.0, , , , , 20.0, , , , , , , 1.605
2032, GB10-132315, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 70.0, , , , 20.0, , , , , 10.0, , , , , , , 1.61
2033, GB10-133053, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 45.0, 20.0, , , , , , , , , , , , , , , 1.573
2034, GB10-133054, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 40.0, 20.0, , , , , , , , , , , , , , , 1.584
2035, GB10-133055, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 70.0, , , , , , , , , , , 20.0, , , , , 1.715
2036, GB10-133056, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 65.0, , , , , , , , , , , 15.0, , , , , 1.695
2037, GB10-133057, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 55.0, , , , , , , , , , , 15.0, , , , , 1.67
2038, GB10-133058, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, , , , , , , , , , , 15.0, , , , , 1.706
2039, GB10-133059, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 65.0, 15.0, 20.0, , , , , , , , , , , , , , 1.544
2040, GB10-133060, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 60.0, 10.0, 30.0, , , , , , , , , , , , , , 1.558
2041, GB10-133061, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 55.0, 15.0, 30.0, , , , , , , , , , , , , , 1.564
2042, GB10-133062, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, 20.0, 30.0, , , , , , , , , , , , , , 1.57
2043, GB10-133063, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 55.0, 5.0, 40.0, , , , , , , , , , , , , , 1.572
2044, GB10-133064, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, 10.0, 40.0, , , , , , , , , , , , , , 1.577
2045, GB10-133065, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 45.0, 15.0, 40.0, , , , , , , , , , , , , , 1.581
2046, GB10-133066, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 70.0, , 15.0, , , , , , , , , 15.0, , , , , 1.691
2047, GB10-133067, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 65.0, , 20.0, , , , , , , , , 15.0, , , , , 1.701
2048, GB10-133068, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 60.0, , 25.0, , , , , , , , , 15.0, , , , , 1.71
2049, GB10-133069, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 55.0, , 30.0, , , , , , , , , 15.0, , , , , 1.714
2050, GB10-133070, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, , 35.0, , , , , , , , , 15.0, , , , , 1.719
2051, GB10-133071, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 65.0, 15.0, , 20.0, , , , , , , , , , , , , 1.557
2052, GB10-133072, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 55.0, 15.0, , 30.0, , , , , , , , , , , , , 1.59
2053, GB10-133073, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 45.0, 25.0, , 30.0, , , , , , , , , , , , , 1.589
2054, GB10-133074, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 45.0, 15.0, , 40.0, , , , , , , , , , , , , 1.615
2055, GB10-133075, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 35.0, 25.0, , 40.0, , , , , , , , , , , , , 1.615
2056, GB10-133076, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 35.0, 15.0, , 50.0, , , , , , , , , , , , , 1.637
2057, GB10-133077, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 25.0, 25.0, , 50.0, , , , , , , , , , , , , 1.635
2058, GB10-133078, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 15.0, 25.0, , 60.0, , , , , , , , , , , , , 1.659
2059, GB10-133079, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 70.0, , , 20.0, , , , , , , , 10.0, , , , , 1.664
2060, GB10-133080, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 60.0, , , 30.0, , , , , , , , 10.0, , , , , 1.691
2061, GB10-133081, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, , , 40.0, , , , , , , , 10.0, , , , , 1.706
2062, GB10-133082, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, 15.0, , , , , , , , 35.0, , , , , , , 1.606
2063, GB10-133083, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 45.0, 20.0, , , , , , , , 35.0, , , , , , , 1.607
2064, GB10-133084, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 40.0, 25.0, , , , , , , , 35.0, , , , , , , 1.602
2065, GB10-133085, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, 10.0, , , , , , , , 40.0, , , , , , , 1.623
2066, GB10-133086, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 40.0, 15.0, , , , , , , , 45.0, , , , , , , 1.632
2067, GB10-133087, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 35.0, 15.0, , , , , , , , 50.0, , , , , , , 1.641
2068, GB10-133088, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 30.0, 15.0, , , , , , , , 55.0, , , , , , , 1.646
2069, GB10-133089, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 75.0, , , , , , , , , 15.0, , 10.0, , , , , 1.652
2070, GB10-133090, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 65.0, , , , , , , , , 25.0, , 10.0, , , , , 1.683
2071, GB10-133091, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 55.0, , , , , , , , , 35.0, , 10.0, , , , , 1.7
2072, GB10-133092, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 70.0, 10.0, , , 20.0, , , , , , , , , , , , 1.566
2073, GB10-133093, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 65.0, 5.0, , , 30.0, , , , , , , , , , , , 1.612
2074, GB10-133094, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 60.0, 10.0, , , 30.0, , , , , , , , , , , , 1.609
2075, GB10-133095, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 55.0, 15.0, , , 30.0, , , , , , , , , , , , 1.607
2076, GB10-133096, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, 20.0, , , 30.0, , , , , , , , , , , , 1.604
2077, GB10-133097, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, 10.0, , , 40.0, , , , , , , , , , , , 1.647
2078, GB10-133098, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 45.0, 10.0, , , 45.0, , , , , , , , , , , , 1.658
2079, GB10-133099, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 40.0, 10.0, , , 50.0, , , , , , , , , , , , 1.669
2080, GB10-133100, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 70.0, , , , 20.0, , , , , , , 10.0, , , , , 1.673
2081, GB10-133101, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 60.0, , , , 30.0, , , , , , , 10.0, , , , , 1.702
2082, GB10-133102, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, , , , 40.0, , , , , , , 10.0, , , , , 1.712
2083, GB10-133246, Handbook of Glass Data, 1991, v. 00D  p. 0231, , 70.0, , , , 25.0, , , , , , , 5.0, , , , , 1.654
2084, GB10-133247, Handbook of Glass Data, 1991, v. 00D  p. 0231, , 65.0, , , , 30.0, , , , , , , 5.0, , , , , 1.667
2085, GB10-133248, Handbook of Glass Data, 1991, v. 00D  p. 0231, , 45.0, , , , , , , , 50.0, , , 5.0, , , , , 1.704
2086, GB10-133249, Handbook of Glass Data, 1991, v. 00D  p. 0231, , 55.0, , , , , , , , 40.0, , , 5.0, , , , , 1.684
2087, GB10-133250, Handbook of Glass Data, 1991, v. 00D  p. 0231, , 50.0, , , , , , , , 40.0, , , 10.0, , , , , 1.729
2088, GB10-133310, Handbook of Glass Data, 1991, v. 00D  p. 0234, , 75.0, , , , 20.0, , , , , , , 5.0, , , , , 1.61
2089, GB10-133311, Handbook of Glass Data, 1991, v. 00D  p. 0234, , 80.0, , , , 10.0, , , , , , , 10.0, , , , , 1.667
2090, GB10-133312, Handbook of Glass Data, 1991, v. 00D  p. 0234, , 55.0, , , , 35.0, , , , , , , 10.0, , , , , 1.684
2091, GB10-133313, Handbook of Glass Data, 1991, v. 00D  p. 0234, , 75.0, , , , 5.0, , , , , , , 20.0, , , , , 1.686
2092, GB10-133880, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 60.0, , , 35.0, , , , , , , , , 5.0, , , , 1.642
2093, GB10-133881, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 55.0, , , 35.0, , , , , , , , , 10.0, , , , 1.681
2094, GB10-133882, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 50.0, , , 35.0, , , , , , , , , 15.0, , , , 1.707
2095, GB10-133883, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 60.0, , , 35.0, , , , , , , , , , , 5.0, , 1.628
2096, GB10-133884, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 55.0, , , 35.0, , , , , , , , , , , 10.0, , 1.659
2097, GB10-133885, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 50.0, , , 35.0, , , , , , , , , , , 15.0, , 1.682
2098, GB10-133886, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 60.0, , , 35.0, , , , , , , , , , , , , 1.685
2099, GB10-133887, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 55.0, , , 35.0, , , , , , , , , , , , , 1.646
2100, GB10-133888, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 50.0, , , 35.0, , , , , , , , , , , , , 1.678
2101, GB10-133889, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 60.0, , , , , , , , , 35.0, , , 5.0, , , , 1.649
2102, GB10-133890, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 55.0, , , , , , , , , 35.0, , , 10.0, , , , 1.687
2103, GB10-133891, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 50.0, , , , , , , , , 35.0, , , 15.0, , , , 1.725
2104, GB10-133892, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 45.0, , , , , , , , , 35.0, , , 20.0, , , , 1.758
2105, GB10-133893, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 40.0, , , , , , , , , 35.0, , , 25.0, , , , 1.8
2106, GB10-133894, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 60.0, , , , , , , , , 30.0, , , , , 10.0, , 1.646
2107, GB10-133895, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 55.0, , , , , , , , , 40.0, , , , , 5.0, , 1.653
2108, GB10-133896, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 50.0, , , , , , , , , 40.0, , , , , 10.0, , 1.677
2109, GB10-133897, Handbook of Glass Data, 1991, v. 00D  p. 0298, , , , , , , , , , , , , , , , , , 1.683
2110, GB10-133898, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 65.0, , , , , , , , , 30.0, , , , , , , 1.639
2111, GB10-133899, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 60.0, , , , , , , , , 30.0, , , , , , , 1.673
2112, GB10-133900, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 55.0, , , , , , , , , 35.0, , , , , , , 1.685
2113, GB10-133901, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 65.0, , , , 30.0, , , , , , , , 5.0, , , , 1.649
2114, GB10-133902, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 60.0, , , , 30.0, , , , , , , , 10.0, , , , 1.68
2115, GB10-133903, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 55.0, , , , 30.0, , , , , , , , 15.0, , , , 1.722
2116, GB10-133904, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 50.0, , , , 30.0, , , , , , , , 20.0, , , , 1.754
2117, GB10-133905, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 45.0, , , , 30.0, , , , , , , , 25.0, , , , 1.799
2118, GB10-133906, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 40.0, , , , 40.0, , , , , , , , 20.0, , , , 1.79
2119, GB10-133907, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 30.0, , , , 40.0, , , , , , , , 30.0, , , , 1.861
2120, GB10-133908, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 25.0, , , , 40.0, , , , , , , , 35.0, , , , 1.905
2121, GB10-133909, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 20.0, , , , 40.0, , , , , , , , 40.0, , , , 1.934
2122, GB10-133910, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 65.0, , , , 30.0, , , , , , , , , , 5.0, , 1.646
2123, GB10-133911, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 60.0, , , , 30.0, , , , , , , , , , 10.0, , 1.655
2124, GB10-133912, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 55.0, , , , 30.0, , , , , , , , , , 15.0, , 1.677
2125, GB10-133913, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 65.0, , , , 30.0, , , , , , , , , , , , 1.655
