,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,ZnO,SrO,PbO,Y2O3,La2O3,TiO2,GeO2,ZrO2,P2O5,nd
990,0.7642,0.0,0.0302,0.0,0.0438999999999999,0.0,0.0412,0.0746,0.0458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.503
991,0.1135999999999999,0.3254999999999999,0.0,0.0,0.0,0.0244,0.0,0.0,0.0,0.2186,0.0,0.0,0.0488,0.1092,0.1253,0.0,0.0345,0.0,1.83
992,0.3679,0.1875,0.0062,0.0,0.0,0.0,0.1092,0.0255,0.0212,0.0,0.0,0.2806,0.0,0.0,0.0,0.0,0.0,0.0,1.743
993,0.0561,0.0161,0.1101999999999999,0.1116,0.0,0.0219,0.0,0.0,0.2029,0.0,0.0,0.0,0.0,0.0172,0.0281,0.0,0.0,0.4357999999999999,1.532
994,0.677,0.1689999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.502
995,0.05,0.45,0.0,0.1,0.15,0.05,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63
996,0.62,0.0,0.06,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.612
997,0.5144,0.0,0.0492,0.0,0.0,0.1199,0.0,0.1483,0.0,0.1027,0.0,0.0,0.0,0.018,0.0,0.0,0.0475,0.0,1.6
998,0.0,0.7463,0.0,0.0,0.0,0.0,0.0,0.2488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.518
999,0.0925,0.3993,0.0,0.0,0.0,0.0,0.1023,0.0,0.0,0.263,0.0,0.0,0.0246,0.0668,0.0012,0.0,0.0451,0.0,1.708
1000,0.6223,0.0,0.0,0.0,0.0,0.0,0.0,0.0572,0.0239,0.2901,0.0,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,1.57
1001,0.5343,0.0576999999999999,0.0394,0.0,0.0844999999999999,0.1371,0.0,0.0,0.0,0.0296,0.0612,0.0,0.0,0.0,0.0301,0.0,0.0260999999999999,0.0,1.63
1002,0.7573000000000001,0.0,0.0072,0.0,0.0,0.0,0.1068,0.0960999999999999,0.0091,0.0,0.0,0.0231,0.0,0.0,0.0,0.0,0.0,0.0,1.519
1003,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.638
1004,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.514
1005,0.2924,0.3656,0.0169,0.0,0.1098,0.0,0.1099,0.0,0.0,0.0,0.0158,0.0,0.0291,0.0605,0.0,0.0,0.0,0.0,1.65
1006,0.5264,0.0,0.0,0.0,0.0,0.0,0.0741,0.1659,0.1008,0.0292,0.0,0.1028,0.0,0.0,0.0,0.0,0.0,0.0,1.61
1007,0.7000000000000001,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.508
1008,0.7451000000000001,0.0,0.0,0.0,0.1079,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.517
1009,0.0,0.6966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2985,0.0,0.0,0.0,0.0,0.0,0.0,1.727
1010,0.1984,0.4926,0.0127,0.0,0.135,0.0,0.0518,0.0,0.0,0.0,0.0166,0.0,0.0244,0.0681,0.0,0.0,0.0,0.0,1.65
1011,0.6559999999999999,0.0,0.016,0.0,0.0,0.0,0.3279999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.533
1012,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.7108
1013,0.0776,0.4359,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.1721,0.0,0.0,0.0,0.1505,0.0877,0.0,0.0482,0.0,1.808
1014,0.5720000000000001,0.238,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.525
1015,0.0,0.111,0.091,0.0,0.0,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,1.5411
1016,0.7697,0.0,0.0,0.0,0.0857,0.0,0.0,0.1445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51
1017,0.6825,0.0,0.0866,0.0704,0.0056,0.0,0.0,0.1394,0.0134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,1.51
1018,0.4371,0.3065,0.0386,0.0,0.0,0.0,0.044,0.0689,0.0,0.1049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52342
1019,0.5621,0.0,0.0,0.0152,0.0655999999999999,0.0,0.1027,0.1486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1056,0.0,0.0,1.545
1020,0.4189,0.0818,0.0186,0.0,0.0,0.2229,0.1589,0.0,0.0,0.0,0.0,0.0084,0.0,0.0495,0.0,0.0,0.0385,0.0,1.686
1021,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.592
1022,0.451,0.0389,0.0,0.0,0.0,0.0,0.0,0.0,0.1767,0.0475,0.0,0.0,0.0,0.0,0.2423,0.0,0.0,0.03,1.673
1023,0.4823,0.0,0.0198,0.0,0.0,0.0,0.0451,0.1957,0.0,0.0,0.0,0.0,0.0,0.0,0.1603,0.0966,0.0,0.0,1.6378
1024,0.4606,0.0472,0.0,0.0,0.0,0.1461,0.0362,0.0,0.0,0.2091,0.0002,0.0,0.0,0.0468,0.0,0.0,0.0339,0.0,1.724
1025,0.6117,0.0,0.04,0.0,0.0859,0.1555,0.0,0.0,0.0,0.0,0.0386,0.0,0.0,0.0075,0.0409,0.0,0.0199,0.0,1.63
1026,0.0,0.0499,0.1545,0.1565,0.0,0.0,0.0,0.0,0.0,0.0499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5743,1.506
1027,0.2757,0.141,0.1926,0.0,0.0,0.0,0.0411,0.0,0.0,0.0842,0.0,0.0,0.0885,0.1319,0.0,0.0,0.0442,0.0,1.755
1028,0.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0538,0.0737,0.0,0.0536,0.0,0.0,0.0,0.2173999999999999,0.0,0.0,0.0,1.62867
1029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4936999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5063000000000001,1.532
1030,0.0,0.0182,0.0,0.0727,0.0727,0.3636,0.0364,0.0,0.0,0.0364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.60119
1031,0.6531999999999999,0.0,0.1524,0.0,0.0,0.0,0.073,0.0749,0.0,0.0,0.0,0.0,0.0,0.0,0.0465,0.0,0.0,0.0,1.53
1032,0.1247,0.4681,0.0147,0.0,0.334,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0146,0.0336,0.0,0.0,0.0,0.0,1.65
1033,0.0,0.0,0.0,0.0,0.0,0.4093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5907,1.572
1034,0.5311,0.0,0.0,0.0,0.0132,0.0344,0.0,0.1533,0.0186,0.0,0.0,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,1.6806
1035,0.6467,0.1646999999999999,0.0437,0.0,0.0,0.0,0.0426,0.0668,0.0304,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,1.5038
1036,0.5811999999999999,0.1718,0.0432,0.1093,0.0651,0.0127,0.0,0.0,0.0,0.0077,0.0079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.526
1037,0.4824,0.0719,0.0127,0.0,0.0184,0.2148999999999999,0.0288,0.0,0.0,0.0784,0.0416,0.0,0.0,0.0,0.0194,0.0,0.0315,0.0,1.658
1038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,1.656
1039,0.7453000000000001,0.0331,0.0,0.0,0.0,0.0,0.0,0.0674,0.1119,0.0404,0.0,0.0,0.0,0.0,0.0011,0.0,0.0007,0.0,1.5103
1040,0.6673,0.0767,0.1022,0.0565,0.0801,0.0132,0.0,0.0,0.0,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.519
1041,0.4597,0.0498,0.0,0.0,0.0,0.1498,0.0404,0.0,0.0,0.1971,0.0002,0.0,0.0,0.0562,0.0,0.0,0.0346,0.0,1.72019
1042,0.5712,0.1183,0.0211,0.0,0.0014,0.1285,0.0,0.0497,0.031,0.0,0.0,0.0,0.0,0.0,0.078,0.0,0.0,0.0,1.60822
1043,0.7870999999999999,0.0911999999999999,0.0373,0.0,0.0113,0.0081999999999999,0.0,0.0613999999999999,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49
1044,0.501,0.0162,0.0221,0.0,0.0537,0.0785,0.0,0.0546,0.0959,0.0222,0.0,0.0,0.0,0.0,0.1555,0.0,0.0,0.0,1.65
1045,0.6747,0.0256,0.1208,0.0369,0.0004,0.0,0.0,0.1308,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,1.49992
1046,0.5013000000000001,0.0,0.0,0.0,0.0,0.0,0.2218,0.0,0.0959,0.0,0.0,0.0,0.0,0.0,0.181,0.0,0.0,0.0,1.646
1047,0.6419,0.0,0.145,0.0,0.0,0.0,0.1061,0.0,0.0,0.0321,0.0,0.0,0.0,0.034,0.0,0.0,0.0314,0.0,1.57938
1048,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.25,1.866
1049,0.1518,0.1857,0.0,0.0,0.0,0.2997,0.0,0.0,0.0,0.0,0.0,0.0,0.0211,0.0416,0.2802,0.0,0.0056999999999999,0.0,1.882
1050,0.615,0.0,0.14,0.052,0.0,0.0,0.001,0.153,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5064
1051,0.7843000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51
1052,0.0,0.0,0.0504,0.0,0.0,0.0,0.0,0.0,0.1636,0.0,0.0,0.0,0.0,0.0,0.0,0.7859999999999999,0.0,0.0,1.624
1053,0.75,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.509
1054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0687,0.0,0.0752,0.0,0.0,0.0,0.856,0.0,0.0,1.686
1055,0.615,0.0,0.0,0.225,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515
1056,0.1379,0.1892,0.0,0.0,0.0,0.1402,0.0,0.0,0.0,0.0792,0.0,0.0,0.0,0.1093,0.2831,0.0,0.0572,0.0,1.927
1057,0.5143,0.0,0.0,0.0,0.2866,0.0,0.0,0.1989999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.575
1058,0.5478000000000001,0.1229,0.0194,0.0,0.0,0.0773,0.1542,0.0744,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,1.567
1059,0.5739,0.0765,0.0,0.0,0.0,0.0,0.1103,0.0204,0.0861,0.0,0.0,0.0,0.0,0.0,0.0968,0.0,0.0359,0.0,1.606
1060,0.75,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.489
1061,0.654,0.0,0.0711,0.0,0.0,0.1051,0.0,0.1169999999999999,0.0,0.0099,0.0,0.0,0.0,0.0223,0.0,0.0,0.0196,0.0,1.5828
1062,0.0,0.6456999999999999,0.0,0.0,0.0,0.0,0.0499,0.0,0.0,0.0550999999999999,0.0,0.0,0.0759,0.1682,0.0,0.0,0.0052,0.0,1.72922
1063,0.073,0.4731,0.0,0.0,0.0,0.025,0.0183,0.0,0.0,0.1213,0.0,0.0,0.0,0.1347,0.1099,0.0,0.0445,0.0,1.787
1064,0.0,0.0969,0.0065,0.0,0.0,0.3546,0.0266,0.0,0.0,0.0813,0.0,0.0,0.0,0.0081,0.0,0.0,0.0,0.4258,1.5941
1065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48
1066,0.65,0.03,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.612
1067,0.12,0.635,0.0,0.0,0.0,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.591
1068,0.0,0.096,0.0137,0.1918,0.1506,0.1644,0.0753,0.0,0.0,0.0409999999999999,0.0274,0.0,0.0068,0.0274,0.0,0.0,0.0,0.2056,1.64741
1069,0.3979999999999999,0.1108,0.0,0.0,0.0,0.122,0.0645,0.0,0.0,0.1362,0.0465,0.0,0.0,0.068,0.0132,0.0,0.0407,0.0,1.717
1070,0.4449,0.2951,0.0448,0.0,0.0,0.0,0.0873,0.0,0.0277,0.1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49813
1071,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.502
1072,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.557
1073,0.0742,0.4099,0.0,0.0,0.1527,0.1117,0.0,0.0,0.0,0.2104,0.0,0.0,0.0,0.0411,0.0,0.0,0.0,0.0,1.7
1074,0.4,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,1.867
1075,0.7454999999999999,0.1377,0.0182,0.0,0.0,0.0,0.0,0.0408,0.0458999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.504
1076,0.1701,0.243,0.0,0.0,0.0,0.2248,0.0,0.0,0.0,0.0,0.0,0.0,0.0814,0.1048,0.1454,0.0,0.0305,0.0,1.829
1077,0.5659000000000001,0.0,0.0,0.0,0.0,0.1006,0.0,0.0097,0.0129,0.0,0.0,0.2557,0.0,0.02,0.0152,0.0,0.0,0.0,1.789
1078,0.1855,0.2668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5477000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.658
1079,0.5926,0.069,0.1823999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1368,0.0192,0.0,0.0,0.0,0.0,1.634
1080,0.7909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.503
1081,0.1437,0.3767,0.001,0.0,0.0,0.127,0.1021,0.0,0.0,0.05,0.0853999999999999,0.0,0.0277,0.0671,0.0,0.0,0.0165,0.0,1.698
1082,0.6202000000000001,0.0163999999999999,0.0,0.0,0.0,0.0561,0.0,0.0694,0.0837,0.0705,0.0,0.0,0.0,0.0,0.0807,0.0,0.0,0.0,1.591
1083,0.7529000000000001,0.0085,0.0264,0.0,0.0,0.0,0.0,0.1407,0.0181,0.0371,0.0,0.0153,0.0,0.0,0.0,0.0,0.0,0.0,1.516
1084,0.0,0.0070999999999999,0.0213,0.0,0.2812,0.1723,0.099,0.0636,0.0,0.0605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,1.60634
1085,0.222,0.3712,0.0,0.0,0.1338,0.0109,0.0837,0.0,0.0,0.0204999999999999,0.0563,0.0,0.0222,0.0461,0.0,0.0,0.0305,0.0,1.68
1086,0.05,0.0,0.0883,0.0,0.0,0.0,0.1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0619,0.0,0.0,0.0,0.6127,1.5485
1087,0.7533,0.0,0.0,0.0,0.099,0.0,0.0,0.1476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.514
1088,0.0983,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,0.4046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4411,1.4843
1089,0.522,0.0,0.0,0.0,0.0,0.0,0.0,0.3979999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,1.58
1090,0.0704,0.5693,0.0,0.0,0.1036,0.0172,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.1346,0.0,0.0,0.03,0.0,1.713
1091,0.0,0.0,0.032,0.0,0.0,0.0283,0.0,0.1226,0.0,0.4136,0.0,0.0,0.0,0.0133,0.0,0.0,0.0,0.3902,1.57
1092,0.0,0.0,0.1851,0.0,0.2029,0.0,0.0473,0.0684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4963,0.0,0.0,1.728
1093,0.5710000000000001,0.0,0.143,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51
1094,0.2796,0.2799,0.0395,0.0,0.0,0.0,0.1798999999999999,0.0,0.0,0.2064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.596
1095,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,1.602
1096,0.4772,0.0,0.0803,0.0,0.0,0.1068,0.0,0.1982999999999999,0.0,0.1107,0.0,0.0,0.0,0.0201,0.0,0.0,0.0066,0.0,1.5897
1097,0.3831,0.1322,0.0451,0.1369999999999999,0.0,0.0901,0.0,0.0297,0.0,0.0679,0.0,0.0,0.0285,0.0565,0.0,0.0,0.0299,0.0,1.67
1098,0.5293,0.1361,0.1527,0.1074,0.0181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339,0.0,0.0225,0.0,1.554
1099,0.2296,0.1981,0.0,0.0,0.0,0.0,0.0,0.0123,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,1.942
1100,0.5922,0.1344,0.0447,0.0,0.0,0.0793,0.0,0.0,0.0,0.0224,0.0631,0.0,0.0,0.0,0.0466,0.0,0.0093,0.008,1.566
1101,0.1225,0.3172,0.0,0.0,0.0,0.0,0.0,0.0713,0.0,0.4614,0.0,0.0,0.0,0.0,0.0276,0.0,0.0,0.0,1.63479
1102,0.0,0.0357,0.1707,0.0,0.0,0.0,0.0,0.0,0.1716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.622,1.514
1103,0.5984,0.0483,0.0033,0.0,0.0374,0.0,0.0156,0.0634,0.098,0.0,0.0,0.0,0.0,0.0,0.1276,0.0,0.0069999999999999,0.0,1.601
1104,0.0,0.5,0.1,0.295,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5455
1105,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.3,1.878
1106,0.1679,0.3653,0.0043,0.0,0.2737,0.0172,0.0587,0.0,0.0,0.0108,0.0,0.0,0.0194,0.0673,0.0,0.0,0.0,0.0,1.687
1107,0.4921,0.0868999999999999,0.0231,0.0,0.0899,0.0306999999999999,0.1439,0.051,0.0,0.0,0.0616,0.0,0.0,0.0151,0.0,0.0,0.0055,0.0,1.6
1108,0.711,0.0,0.124,0.038,0.045,0.043,0.0,0.0,0.0,0.009,0.015,0.0,0.0,0.0,0.0139999999999999,0.0,0.0,0.0,1.532
1109,0.0426999999999999,0.5734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0787,0.0,0.0,0.0652,0.1666,0.0,0.0,0.0686,0.0,1.77099
1110,0.5969,0.1545,0.1055,0.0,0.0,0.0047,0.0,0.0,0.0,0.0,0.1384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52
1111,0.5377000000000001,0.0848,0.0191,0.0,0.0,0.1224,0.1628,0.0269,0.0089,0.0324,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,1.5908
1112,0.0,0.0784,0.0,0.0602,0.1406,0.2967,0.0040999999999999,0.0,0.0,0.0075,0.0059,0.0,0.0,0.0037,0.0,0.0,0.0,0.3999,1.61
1113,0.5931000000000001,0.135,0.0543,0.0,0.0,0.0893,0.0,0.0,0.0,0.0217,0.0631,0.0,0.0,0.0,0.026,0.0,0.0094,0.0081,1.566
1114,0.5988,0.0376,0.1012,0.0374,0.0317,0.0426,0.0,0.0,0.0,0.1495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563
1115,0.85,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1.55
1116,0.6109,0.0936999999999999,0.048,0.0,0.0582,0.133,0.0,0.0,0.0,0.02,0.0,0.0329,0.0,0.0,0.0,0.0,0.0,0.0,1.574
1117,0.0,0.6966,0.0,0.0,0.0,0.0,0.0,0.2985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.523
1118,0.7091,0.0,0.0124,0.0407,0.0473,0.0,0.0,0.0917,0.0637,0.0039,0.0201,0.0,0.0,0.0,0.0079,0.0,0.0,0.0,1.521
1119,0.6,0.0,0.0,0.0,0.0,0.35,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.628
1120,0.6667000000000001,0.0,0.0,0.0,0.2223,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.541
1121,0.5645,0.0,0.015,0.0,0.0,0.0,0.0,0.2835,0.0,0.0,0.0,0.0,0.0,0.0,0.1367,0.0,0.0,0.0,1.5903
1122,0.4516,0.2246999999999999,0.0626,0.0713,0.0,0.0,0.0426999999999999,0.103,0.0441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52
1123,0.1868,0.1612,0.0,0.0,0.1,0.183,0.0,0.0,0.0,0.0,0.0,0.1131,0.0,0.034,0.2107,0.0,0.0,0.0,1.885
1124,0.54,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.647
1125,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46
1126,0.1195,0.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294,0.0,0.0,0.0692,0.1586,0.0,0.0,0.0716,0.0,1.7905
1127,0.0564,0.5368,0.0,0.0862,0.1394999999999999,0.0,0.0,0.0,0.0,0.0426999999999999,0.0,0.0,0.0,0.0773,0.0326,0.0,0.0282,0.0,1.6898
1128,0.5379,0.0,0.0,0.0,0.0,0.0,0.0542,0.1694,0.103,0.0297,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,1.61
1129,0.5193,0.0,0.0,0.0,0.0717,0.0822,0.0,0.0388,0.048,0.0,0.0037,0.0,0.0,0.0024,0.1653,0.0,0.0546,0.0,1.7
1130,0.5497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121,0.0,0.0,0.4382,0.0,0.0,0.0,0.0,0.0,0.0,1.843
1131,0.1124,0.3503,0.0,0.0,0.0,0.0,0.0624,0.0,0.0,0.3195,0.0,0.0,0.0411,0.091,0.0,0.0,0.0233,0.0,1.742
1132,0.8113,0.0808,0.0306999999999999,0.0,0.0,0.0,0.0,0.0706,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49
1133,0.185,0.2964,0.0,0.0,0.2832,0.0492,0.0797,0.0,0.0,0.0049,0.0383,0.0,0.0352,0.0244,0.0,0.0,0.0,0.0,1.667
1134,0.5,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.599
1135,0.5617,0.057,0.0195,0.0,0.0835,0.1357,0.0,0.0,0.0,0.0,0.0835,0.0,0.0,0.0,0.0398,0.0,0.0193,0.0,1.653
1136,0.5078,0.0914,0.0126,0.0107,0.0828,0.1513,0.0,0.0,0.0,0.0,0.0406,0.0,0.0,0.0259,0.0613,0.0,0.0153,0.0,1.67
1137,0.367,0.3329999999999999,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.528
1138,0.1578,0.3949,0.053,0.0,0.0,0.0,0.0158,0.0198,0.008,0.1561,0.0026,0.1304,0.0,0.0028,0.0272,0.0062,0.0191,0.0,1.685
1139,0.0,0.1123,0.0294,0.0,0.1905,0.2655,0.0,0.0,0.0,0.0415,0.0,0.0,0.0,0.0151,0.0,0.0,0.0,0.3392,1.618
1140,0.5405,0.0,0.0,0.0,0.0269,0.1478,0.0758,0.0731,0.0,0.1114,0.0,0.0,0.0,0.0,0.0,0.0,0.0245,0.0,1.61966
1141,0.0603,0.5118,0.0,0.0,0.0,0.0,0.0081,0.0,0.0,0.1529,0.0,0.0,0.0535,0.1483,0.0,0.0,0.0637,0.0,1.77
1142,0.0,0.0,0.2566,0.0532,0.0,0.0,0.0,0.0219,0.0279999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,1.51459
1143,0.7426,0.0939,0.0,0.0,0.0,0.0118,0.0,0.092,0.0564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.517
1144,0.35,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.605
1145,0.2539,0.2889,0.1564,0.0,0.0,0.0,0.0,0.0,0.0074,0.0,0.0,0.0,0.0891,0.2043,0.0,0.0,0.0,0.0,1.75
1146,0.2268,0.4436,0.0279,0.0,0.1354,0.0,0.052,0.0,0.0,0.0,0.0166,0.0,0.0371,0.0604,0.0,0.0,0.0,0.0,1.65
1147,0.1003999999999999,0.5014000000000001,0.0,0.0,0.1273,0.0105,0.0,0.0,0.0,0.1038,0.0,0.0,0.0401,0.0935,0.0,0.0,0.022,0.0,1.709
1148,0.0,0.1611,0.022,0.0,0.2,0.2121,0.0,0.0,0.0,0.0,0.0649,0.0,0.0,0.0,0.0,0.0,0.0,0.3398,1.603
1149,0.2148999999999999,0.2434,0.0,0.0,0.0863,0.0,0.1621,0.0,0.0,0.0595,0.0,0.0,0.0357,0.0383,0.1364,0.0,0.0098,0.0,1.768
1150,0.6068,0.0698,0.0397,0.0,0.0,0.1664999999999999,0.0,0.0,0.0,0.0994999999999999,0.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
1151,0.6992,0.0,0.0,0.0,0.1496,0.0,0.0,0.1512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.532
