,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,ZnO,SrO,PbO,Y2O3,La2O3,TiO2,GeO2,ZrO2,P2O5,nd
4278,0.0193,0.2203,0.0217,0.0,0.0,0.1553,0.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4690999999999999,1.55
4279,0.6003000000000001,0.0,0.1602,0.0,0.0,0.0,0.0,0.1562,0.0,0.0817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5215
4280,0.6058,0.0,0.0,0.0109,0.0269,0.0296,0.1412,0.0366,0.0,0.0526,0.0474,0.0,0.0,0.0,0.0394,0.0,0.0092,0.0,1.62
4281,0.0,0.1,0.0249,0.075,0.15,0.2501,0.0,0.025,0.0,0.0999,0.0,0.0,0.0125,0.0063,0.0,0.0,0.0,0.2501,1.63659
4282,0.6939000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.2841,0.0,0.0,0.0,0.0,0.0,0.0,1.688
4283,0.6437,0.0,0.0,0.0,0.0,0.0,0.0,0.1797,0.0,0.0,0.0,0.1766,0.0,0.0,0.0,0.0,0.0,0.0,1.626
4284,0.442,0.1545,0.0,0.0,0.0,0.1604,0.1286,0.0495,0.0199,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,1.631
4285,0.4156,0.0,0.0,0.0,0.0,0.0496,0.0,0.1474,0.0242,0.0,0.0147,0.0,0.0,0.0,0.3145,0.0,0.0247,0.0,1.784
4286,0.4978,0.0804,0.0301,0.0,0.2051,0.14,0.0,0.0124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0311,0.0,1.62
4287,0.5019,0.0,0.0,0.0,0.3585,0.0,0.0,0.1394999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59
4288,0.5256000000000001,0.026,0.0034999999999999,0.0,0.0193,0.0233,0.0,0.1085,0.0514,0.0,0.0003,0.0,0.0,0.0,0.2172,0.0,0.0111,0.0,1.6981
4289,0.6417,0.0,0.1793,0.0,0.0,0.0,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.521
4290,0.1889,0.1946,0.0,0.0,0.0,0.2178999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.2405999999999999,0.0,0.0,0.0,1.87
4291,0.0,0.0478,0.0254,0.0,0.0878999999999999,0.3374,0.1072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3827,1.61
4292,0.0,0.0,0.1184,0.0,0.0,0.0,0.2161,0.03,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.6133,1.532
4293,0.6707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2702,0.0,0.0,0.0,0.0,0.0,0.0443,0.0,0.0,0.0,1.526
4294,0.5658,0.0109,0.0067,0.0,0.0,0.0986,0.0,0.0793,0.0682,0.0,0.0,0.0,0.0,0.0,0.1702,0.0,0.0,0.0,1.66
4295,0.3093,0.2782,0.019,0.0,0.1105,0.0404,0.1348,0.0,0.0,0.0571,0.0,0.0,0.0,0.0504,0.0,0.0,0.0,0.0,1.64
4296,0.0,0.3863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.661
4297,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.626
4298,0.0,0.8649,0.0,0.0,0.0,0.0347,0.0,0.0655999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0347,0.0,0.0,0.0,1.51
4299,0.0,0.0,0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.0,0.5318,1.703
4300,0.0428,0.5809000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0626,0.1694,0.0,0.0,0.069,0.0,1.77041
4301,0.7159000000000001,0.0,0.0,0.0,0.1704,0.0,0.0,0.1137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.533
4302,0.5079,0.0857,0.011,0.0,0.0,0.1873,0.0,0.0,0.0,0.0,0.0,0.115,0.0,0.0501,0.0381,0.0,0.0,0.0,1.737
4303,0.0,0.0,0.0,0.0,0.0266,0.2347,0.0692,0.069,0.0463,0.1479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3954,1.5847
4304,0.0,0.0,0.073,0.0,0.0,0.0387,0.3398,0.2567,0.1110999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1807,1.52
4305,0.7176,0.0,0.0193,0.0012,0.1282,0.0,0.02,0.0977,0.0136,0.0,0.0,0.0,0.0,0.0,7.570000000000001e-05,0.0,0.0,0.0,1.5261
4306,0.8314,0.134,0.0067,0.0,0.0,0.0,0.0,0.0279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47
4307,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.516
4308,0.6323,0.0,0.0,0.1428,0.0204999999999999,0.0,0.0,0.2044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515
4309,0.0,0.0,0.1184,0.1501,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.6133,1.527
4310,0.5055,0.1061999999999999,0.0406,0.0,0.0434,0.1266,0.0,0.0,0.0,0.0309,0.0877999999999999,0.0,0.0,0.0,0.0366,0.0,0.0132,0.0092,1.621
4311,0.29,0.21,0.02,0.01,0.1,0.05,0.06,0.02,0.0,0.15,0.025,0.0,0.0,0.015,0.025,0.0,0.02,0.0,1.652
4312,0.7122,0.033,0.0,0.0,0.0293,0.0,0.0,0.0613999999999999,0.0926999999999999,0.0661,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,1.5225
4313,0.55,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,1.71
4314,0.6241,0.0,0.0262,0.0332,0.0955,0.0174,0.0,0.0648,0.0283999999999999,0.0081999999999999,0.0,0.0,0.0,0.0,0.0587,0.0,0.0435,0.0,1.585
4315,0.6169,0.0917,0.0102,0.0172,0.0223,0.0226,0.0976,0.0168,0.0088,0.0324,0.0388,0.0,0.0,0.0245,0.0,0.0,0.0,0.0,1.56
4316,0.15,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5750000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.661
4317,0.7025,0.0,0.0,0.0,0.0571,0.0,0.0,0.2404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.514
4318,0.5916,0.0,0.0295,0.0,0.0,0.0,0.0,0.2844,0.0,0.0,0.0,0.0,0.0,0.0,0.0941,0.0,0.0,0.0,1.5662
4319,0.5870000000000001,0.0443,0.0275,0.0,0.0575,0.0366,0.0,0.0622,0.0975,0.0,0.0,0.0,0.0,0.0,0.0868999999999999,0.0,0.0,0.0,1.5826
4320,0.1259,0.5611,0.0049,0.0,0.1343,0.0245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1043999999999999,0.0,0.0,0.0442,0.0,1.68
4321,0.2839,0.1113,0.0269,0.0,0.1045,0.1888,0.1256,0.0,0.0,0.0371,0.0117,0.0,0.0,0.0,0.0758,0.0,0.0341,0.0,1.705
4322,0.54,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.649
4323,0.332,0.1707,0.0125,0.0,0.1514,0.1606,0.0141999999999999,0.0671,0.0,0.0,0.0,0.0,0.0,0.0274,0.0638,0.0,0.0,0.0,1.6725
4324,0.6999,0.147,0.0033,0.0,0.0,0.0,0.0208,0.0,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4905
4325,0.2295,0.233,0.0,0.0,0.2893,0.0,0.0543,0.0,0.0,0.1196,0.0,0.0,0.0,0.0596999999999999,0.0,0.0,0.0,0.0,1.704
4326,0.3,0.0,0.0,0.0,0.0,0.25,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.674
4327,0.4,0.0,0.0,0.0,0.0,0.35,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.671
4328,0.6522,0.1073,0.0193,0.0604,0.0,0.0,0.0368,0.0404,0.0378,0.0,0.0,0.0,0.0,0.0,0.0266,0.0,0.0,0.0,1.522
4329,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.25,1.903
4330,0.5006,0.0,0.0,0.0,0.1539,0.0,0.0,0.1156,0.0,0.0,0.0,0.0,0.0,0.0,0.2298,0.0,0.0,0.0,1.656
4331,0.7973,0.1787,0.0031,0.0077,0.0,0.0,0.0,0.0,0.0132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46
4332,0.0,0.0999,0.1549,0.057,0.0,0.0,0.0,0.0,0.0,0.0999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5747,1.514
4333,0.6631999999999999,0.0353,0.1273,0.0331,0.0005,0.0,0.0,0.1393,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,1.49967
4334,0.624,0.0,0.0579999999999999,0.0,0.0,0.0,0.0,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.508
4335,0.59,0.0,0.087,0.0547,0.2183,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.0,1.589
4336,0.668,0.0,0.0,0.0721,0.166,0.0,0.0,0.0939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54
4337,0.0797,0.5705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286,0.0,0.0,0.0745,0.1691,0.0,0.0,0.0703,0.0,1.7829
4338,0.6547,0.0,0.0276,0.0,0.1128,0.0412,0.0,0.0454,0.0521999999999999,0.0,0.0203,0.0,0.0,0.0,0.0,0.0,0.0455999999999999,0.0,1.55
4339,0.7998999999999999,0.0,0.0997,0.0,0.0,0.0,0.1003999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.495
4340,0.7609,0.0,0.0457,0.0144,0.0,0.0,0.1559,0.0,0.0062,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.0045,1.5142
4341,0.1257,0.3821,0.0,0.0,0.1276,0.0,0.1131,0.0,0.0,0.0857,0.0488,0.0,0.0299,0.0389,0.0,0.0,0.0377,0.0,1.69146
4342,0.0,0.0,0.0786,0.2707,0.0,0.0,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.2927,1.529
4343,0.775,0.0,0.0,0.0,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.524
4344,0.1073,0.5667,0.0021,0.0,0.0974,0.0293,0.0096,0.0,0.0033,0.0416,0.0,0.0,0.0,0.1137,0.0,0.0,0.0206,0.0,1.696
4345,0.2307,0.2655,0.0,0.0,0.0,0.1206,0.0,0.0,0.0,0.3407,0.0,0.0,0.0,0.0425,0.0,0.0,0.0,0.0,1.69
4346,0.6883,0.0,0.0914,0.0311,0.1673,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0079,0.0,0.0,0.0,1.5441
4347,0.4781,0.1951,0.022,0.0,0.0,0.0354,0.1705,0.0,0.0,0.0,0.0872,0.0,0.0,0.0115,0.0,0.0,0.0,0.0,1.5894
4348,0.0,0.0139,0.0,0.0,0.0,0.2268,0.1049,0.1051,0.0434,0.1386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3604,1.58
4349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.0,0.0,0.0,0.762,0.0,0.0,1.831
4350,0.9968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4612
4351,0.8520000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
4352,0.6,0.0,0.0,0.15,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51424
4353,0.8250000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,1.502
4354,0.5686,0.0,0.0,0.0,0.0,0.0,0.0,0.0102,0.0135,0.0,0.0,0.4057,0.0,0.0,0.0,0.0,0.0,0.0,1.8052
4355,0.0,0.2128,0.0289999999999999,0.0,0.1149,0.0529,0.0529,0.04,0.0,0.3596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1379,1.62484
4356,0.52,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.641
4357,0.0,0.0,0.0911,0.2337,0.0,0.0,0.3308,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.3389999999999999,1.525
4358,0.0235,0.44,0.0294,0.0,0.0165,0.0,0.0,0.0,0.0,0.1962,0.0,0.0,0.0,0.1549,0.0883,0.0,0.0512,0.0,1.80997
4359,0.7204,0.0062,0.0,0.0,0.0,0.0,0.0,0.0751,0.0494,0.0,0.0,0.1476,0.0,0.0,5.397e-05,0.0,0.0,0.0,1.6
4360,0.5442,0.0,0.0,0.0,0.1369999999999999,0.0,0.0,0.3188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.539
4361,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999,1.5
4362,0.5945,0.0839,0.0191,0.0,0.1158,0.0,0.0,0.0325,0.0214,0.1196,0.0,0.0,0.0,0.0,0.0121,0.0,0.0,0.0,1.556
4363,0.7529000000000001,0.0,0.0415,0.125,0.0152,0.0,0.0572,0.0081999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5069
4364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0449,0.0,0.0,0.0,0.0,0.0,0.0,0.9551,0.0,0.0,1.64
4365,0.65,0.05,0.06,0.0,0.0,0.0,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52677
4366,0.541,0.0156,0.0028,0.0,0.0515,0.0518,0.0,0.0757,0.0843,0.0,0.0279,0.0,0.0,0.0,0.1492,0.0,0.0,0.0,1.6
4367,0.58,0.0,0.06,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.629
4368,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.6790000000000005
4369,0.1206,0.3646,0.0,0.0,0.0259,0.0,0.3397,0.0,0.0,0.0,0.049,0.0,0.0,0.0401,0.0,0.0,0.0441,0.0,1.619
4370,0.0,0.1319,0.108,0.0,0.2046,0.0269,0.0123,0.2014,0.0107,0.0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2873,1.54371
4371,0.0841,0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0802,0.1964,0.0018,0.0,0.09,0.0,1.80392
4372,0.8584999999999999,0.0,0.0,0.0,0.0641,0.0,0.0,0.0774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.491
4373,0.8214,0.1507,0.0061,0.0,0.0,0.0,0.0103,0.005,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.467
4374,0.4897,0.1116,0.0112,0.0,0.0,0.0,0.2387999999999999,0.038,0.0,0.047,0.04,0.0,0.0,0.0225,0.0,0.0,0.0,0.0,1.59
4375,0.3226,0.3511999999999999,0.0445,0.0,0.0891,0.1648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278,0.0,0.0,0.0,0.0,1.617
4376,0.22,0.1886,0.0241,0.0592,0.0,0.2633,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0909,0.098,0.0,0.0332,0.0,1.784
4377,0.0,0.5861999999999999,0.0,0.0,0.0,0.3422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0716,0.0,0.0,0.0,0.0,1.68
4378,0.7432,0.0,0.0,0.0,0.0118999999999999,0.0242,0.0,0.1137,0.0204,0.0567999999999999,0.0005,0.0,0.0,0.0,0.0260999999999999,0.0,0.0,0.0,1.53
4379,0.55,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.527
4380,0.4186,0.0377,0.0184,0.0,0.0501,0.2148,0.0471,0.0,0.0,0.1291,0.0,0.0,0.0,0.0325,0.0128,0.0,0.0388,0.0,1.675
4381,0.0,0.1553,0.0262,0.0133,0.0534,0.1864,0.172,0.0,0.0,0.0171,0.0031,0.0,0.0,0.0089,0.0,0.0,0.0,0.3643,1.59033
4382,0.45,0.225,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,1.554
4383,0.65,0.0,0.0,0.0,0.05,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.514
4384,0.4999,0.1438,0.0714,0.0,0.0,0.2849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61
4385,0.0,0.0,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2976,0.0,0.0,0.1984,0.0,1.86
4386,0.668,0.0795,0.0136,0.0,0.0,0.0,0.0,0.1675,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0244,1.5286
4387,0.6890999999999999,0.0,0.0122,0.0616,0.0553,0.0,0.0415,0.1001,0.0197,0.0,0.0,0.0194,0.0,0.0,0.0,0.0,0.0,0.0,1.529
4388,0.6505,0.0,0.0,0.0,0.0326,0.0,0.0,0.3169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.513
4389,0.6674,0.0758,0.1526,0.0475999999999999,0.0244,0.0224,0.0,0.0,0.0,0.0084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52
4390,0.0,0.0,0.0048,0.0096,0.0,0.0484999999999999,0.1891,0.0,0.0024,0.0947,0.0194,0.0,0.0,0.0,0.0,0.0,0.0,0.6306,1.52293
4391,0.0,0.0,0.1428,0.1112,0.0,0.0139,0.0,0.0,0.2974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4343,1.506
4392,0.6215999999999999,0.0,0.0,0.0,0.3001,0.0,0.0,0.0783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57
4393,0.532,0.104,0.0653,0.0,0.0,0.0,0.0638,0.031,0.0,0.0,0.0,0.14,0.0,0.0152,0.0386,0.0,0.0084,0.0,1.664
4394,0.2178999999999999,0.2278,0.0,0.0,0.0,0.2786,0.0,0.0,0.0,0.0,0.0,0.0,0.0537,0.0956,0.1188,0.0,0.0074,0.0,1.792
4395,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.529
4396,0.4612,0.078,0.0068,0.0589,0.0679,0.0,0.1911,0.0335,0.0,0.0,0.0,0.0,0.0,0.0,0.0786,0.0,0.0068,0.0,1.63
4397,0.0,0.0445,0.0455999999999999,0.0,0.138,0.1272,0.0933,0.0766,0.0362,0.0824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3561999999999999,1.57099
4398,0.58,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.634
4399,0.7787999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.1072,0.0514,0.0,0.0,0.0599,0.0,0.0,9.041e-06,0.0,0.0,0.0,1.5317
4400,0.7309,0.0237,0.0096,0.0015,0.0589,0.0,0.0,0.1589,0.0052,0.0113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.512
4401,0.0835,0.5226,0.0,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.0,0.0,0.0796,0.1946,0.0017,0.0,0.0893,0.0,1.80412
4402,0.4642,0.0935,0.2092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2281,0.0,0.0,0.0,0.0,1.72393
4403,0.7383,0.1018999999999999,0.0,0.0,0.0023,0.0056,0.0,0.0973,0.0491,0.0,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,0.0,1.52
4404,0.0,0.1088,0.0289999999999999,0.0779,0.1288,0.2946,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3485,1.603
4405,0.1066,0.0,0.0,0.0,0.0,0.0,0.0,0.1066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7868,0.0,0.0,1.651
4406,0.0853999999999999,0.4695,0.0,0.0,0.1578,0.0394,0.0,0.0,0.0,0.0,0.0,0.0,0.0204999999999999,0.0766,0.0101,0.0,0.1396,0.0,1.74
4407,0.45,0.15,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,1.55
4408,0.4448,0.1725,0.0398,0.0,0.0426,0.1032,0.0,0.0,0.0,0.0302999999999999,0.086,0.0,0.0,0.0,0.0657,0.0,0.0129,0.0022,1.635
4409,0.7000000000000001,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59
4410,0.7536,0.0,0.0068,0.0002,0.0776,0.0,0.0113999999999999,0.1314,0.0138,0.0,0.0,0.0,0.0,0.0,0.0040999999999999,0.0,0.0,0.0,1.517
4411,0.1319,0.3086,0.0,0.0,0.0,0.0244,0.0,0.0,0.0,0.2181,0.0,0.0,0.0487,0.1089,0.125,0.0,0.0344,0.0,1.83
4412,0.5632,0.0,0.0,0.0,0.2859,0.0,0.0,0.1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.571
4413,0.085,0.05,0.1083,0.0,0.0,0.0,0.1178,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.6127,1.52997
4414,0.46,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.669
4415,0.0,0.209,0.0289999999999999,0.0,0.113,0.031,0.052,0.039,0.039,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135,1.60571
4416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.55,1.55
4417,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.583
4418,0.5003,0.0,0.0,0.0,0.295,0.0,0.0,0.2047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.576
4419,0.6204,0.0669,0.0,0.0,0.0,0.0,0.0,0.0752,0.0495,0.0,0.0,0.1871,0.0,0.0,0.0,0.0,0.0,0.0,1.63
4420,0.3897,0.1688,0.0223,0.0,0.0,0.0,0.2799,0.0135,0.0038,0.0279,0.0935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58386
4421,0.56,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.627
4422,0.0429,0.4437,0.0404,0.0511,0.0917999999999999,0.0302,0.0,0.0665,0.0,0.038,0.0,0.0,0.0137,0.0948,0.0,0.0591,0.0084,0.0,1.75
4423,0.588,0.0583,0.0,0.0165,0.0873,0.0,0.2085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0264,0.0,1.587
4424,0.5197999999999999,0.0561,0.0383,0.0581,0.0404,0.1182,0.0,0.0,0.0,0.0288,0.0822,0.0,0.0,0.0,0.0391,0.0,0.019,0.0,1.63
4425,0.5536,0.0735,0.0188,0.0,0.0684,0.0501,0.1499,0.0206,0.0,0.0157,0.0494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58
4426,0.7090000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.506
4427,0.6864,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.1095,0.0,0.0053,0.0,0.0,0.0,0.1893,0.0,0.0,0.0,1.63019
4428,0.419,0.255,0.0,0.0,0.0,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.633
4429,0.499,0.0495,0.0144,0.0,0.1138,0.0266,0.188,0.0,0.0,0.0596,0.0265,0.0,0.0226,0.0,0.0,0.0,0.0,0.0,1.61
4430,0.5965,0.0,0.0,0.0,0.1834,0.0,0.0,0.1379,0.0,0.0,0.0,0.0,0.0,0.0,0.0821,0.0,0.0,0.0,1.6
4431,0.1397,0.2323,0.0,0.0,0.0,0.132,0.0,0.0,0.0,0.0501,0.0,0.0,0.0,0.1451,0.2364,0.0,0.0601,0.0,1.901
4432,0.5519,0.0,0.0,0.0,0.0694,0.0721,0.0,0.0438999999999999,0.0412999999999999,0.0,0.0037,0.0,0.0,0.0,0.1481,0.0,0.0536,0.0,1.7
4433,0.6147,0.0,0.0,0.0155,0.0334,0.0,0.0629,0.1717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1017,0.0,0.0,1.53
4434,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.57
4435,0.6531999999999999,0.0,0.0,0.0,0.0259,0.0,0.0,0.3209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.511
4436,0.46,0.0,0.12,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.644
4437,0.3949,0.1305,0.0198,0.0,0.0,0.1515,0.1014,0.0,0.0,0.0,0.078,0.0,0.0,0.0805,0.0,0.0,0.0409,0.0,1.707
4438,0.0,0.0,0.0875,0.1123,0.0,0.0,0.4694,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.3256,1.533
4439,0.3618,0.1995,0.0148,0.0,0.2045,0.0,0.1414,0.0487,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.596
