,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,ZnO,SrO,PbO,La2O3,TiO2,GeO2,ZrO2,P2O5,nC
178,0.56,0.0,0.1,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.613
179,0.54,0.0,0.1,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62
180,0.46,0.0,0.12,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64
181,0.44,0.0,0.12,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.646
182,0.42,0.0,0.12,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.653
183,0.42,0.0,0.14,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
184,0.44,0.0,0.16,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.637
185,0.42,0.0,0.16,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.643
186,0.58,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.699
187,0.0668,0.0,0.0,0.0,0.0,0.0,0.0,0.0668,0.0,0.0,0.0,0.0,0.0,0.0,0.8664000000000001,0.0,0.0,1.63
188,0.0689,0.0,0.0,0.0,0.0,0.0,0.0,0.0689,0.0,0.0,0.0,0.0,0.0,0.0,0.8622,0.0,0.0,1.632
189,0.07150000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.07150000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.8570000000000001,0.0,0.0,1.635
190,0.0734,0.0,0.0,0.0,0.0,0.0,0.0,0.0734,0.0,0.0,0.0,0.0,0.0,0.0,0.8531000000000001,0.0,0.0,1.636
191,0.0759,0.0,0.0,0.0,0.0,0.0,0.0,0.0759,0.0,0.0,0.0,0.0,0.0,0.0,0.8482,0.0,0.0,1.638
192,0.0784,0.0,0.0,0.0,0.0,0.0,0.0,0.0784,0.0,0.0,0.0,0.0,0.0,0.0,0.8432,0.0,0.0,1.64
193,0.08130000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.08130000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.8373999999999999,0.0,0.0,1.644
194,0.0839,0.0,0.0,0.0,0.0,0.0,0.0,0.0839,0.0,0.0,0.0,0.0,0.0,0.0,0.8322,0.0,0.0,1.643
195,0.08720000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.08720000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.8255,0.0,0.0,1.644
196,0.09050000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.8189000000000001,0.0,0.0,1.645
197,0.1023,0.0,0.0,0.0,0.0,0.0,0.0,0.1023,0.0,0.0,0.0,0.0,0.0,0.0,0.7953,0.0,0.0,1.647
198,0.1066,0.0,0.0,0.0,0.0,0.0,0.0,0.1066,0.0,0.0,0.0,0.0,0.0,0.0,0.7868,0.0,0.0,1.647
199,0.0907,0.0,0.0,0.0,0.0,0.0,0.0,0.2663,0.0,0.0,0.0,0.0,0.0,0.0,0.643,0.0,0.0,1.62
200,0.09609999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.2227,0.0,0.0,0.0,0.0,0.0,0.0,0.6812,0.0,0.0,1.64
201,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.521
202,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.533
203,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.548
204,0.0,0.65,0.0,0.0,0.0,0.0,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.558
205,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.479
206,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.503
207,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.509
208,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.517
209,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.485
210,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.492
211,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.498
212,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.502
213,0.0,0.65,0.0,0.0,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.599
214,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.591
215,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.607
216,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.564
217,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.588
218,0.0,0.7000000000000001,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.607
219,0.0,0.65,0.0,0.0,0.0,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.623
220,0.0,0.793,0.0,0.0,0.0,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.558
221,0.0,0.767,0.0,0.0,0.0,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.571
222,0.0,0.74,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.583
223,0.0,0.715,0.0,0.0,0.0,0.28500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.596
224,0.0,0.6920000000000001,0.0,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.606
225,0.0,0.6659999999999999,0.0,0.0,0.0,0.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.616
226,0.0,0.642,0.0,0.0,0.0,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625
227,0.0,0.614,0.0,0.0,0.0,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.632
228,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.637
229,0.0,0.789,0.0,0.0,0.0,0.21100000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56
230,0.0,0.6890000000000001,0.0,0.0,0.0,0.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608
231,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.645
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.85,0.0,0.0,1.65
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.33299999999999996,0.0,0.0,1.768
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,1.774
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.9,0.0,0.0,1.679
236,0.7068000000000001,0.2777,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.461
237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.604
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,1.654
239,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.726
240,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.492
241,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.545
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.516
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.556
244,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.582
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.718
246,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.524
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,1.591
248,0.0,0.6900000000000001,0.0,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.617
249,0.0,0.6900000000000001,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64
250,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.678
251,0.0,0.55,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1.658
252,0.0,0.45,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,1.721
253,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.722
254,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.836
255,0.0,0.25,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.4,0.0,0.0,1.721
256,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,1.756
257,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,1.828
258,0.0,0.7125,0.0,0.0,0.0,0.0475,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.0,0.0,0.0,0.0,1.681
259,0.0,0.6,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.2,0.16,0.0,0.0,0.0,0.0,1.727
260,0.0,0.6375000000000001,0.0,0.0,0.0,0.0425,0.0,0.0,0.0,0.0,0.0,0.15,0.17,0.0,0.0,0.0,0.0,1.719
261,0.0,0.675,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.0,0.0,0.0,0.0,1.701
262,0.0,0.3,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.38,0.1,0.0,0.0,0.0,0.0,1.861
263,0.0,0.75,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.674
264,0.0,0.55,0.0,0.0,0.0,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.672
265,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.652
266,0.0,0.75,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.601
267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.455
268,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.457
269,0.9464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0536,0.0,0.0,0.0,1.48
270,0.9995999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.456
271,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.456
272,0.9958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.456
273,0.9993000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.456
274,0.9972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.456
275,0.6,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.548
276,0.6,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.599
277,0.6,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.643
278,0.6,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,1.685
279,0.6,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.655
280,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,1.653
281,0.65,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,1.674
282,0.1304,0.0,0.21739999999999998,0.0,0.0,0.21739999999999998,0.0,0.0,0.0,0.10869999999999999,0.0,0.0,0.3261,0.0,0.0,0.0,0.0,1.691
283,0.55,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,1.706
284,0.6,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.651
285,0.6,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,1.69
286,0.6675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3325,0.0,0.0,0.0,0.0,0.0,0.0,1.581
287,0.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36700000000000005,0.0,0.0,0.0,0.0,0.0,0.0,1.589
288,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,1.621
289,0.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499,0.0,0.0,0.0,0.0,0.0,0.0,1.629
290,0.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541,0.0,0.0,0.0,0.0,0.0,0.0,1.641
291,0.757,0.0,0.0,0.0,0.0,0.24300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.564
292,0.7190000000000001,0.0,0.0,0.0,0.0,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.582
293,0.667,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.605
294,0.579,0.0,0.0,0.0,0.0,0.42100000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.641
295,0.0,0.625,0.0,0.0,0.225,0.075,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.578
296,0.0,0.75,0.0,0.0,0.15,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.546
297,0.0,0.85,0.0,0.0,0.09,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.516
298,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.715
299,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.672
300,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.69
301,0.0,0.65,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.656
302,0.0,0.7000000000000001,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.643
303,0.0,0.7000000000000001,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608
304,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56
305,0.5529000000000001,0.0645,0.0,0.0,0.0,0.2576,0.0,0.0,0.0248,0.0849,0.0,0.012,0.0,0.0,0.0,0.0,0.0,1.618
306,0.6263000000000001,0.045,0.0,0.0,0.0,0.1509,0.0,0.0253,0.050800000000000005,0.09630000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57
307,0.7256999999999999,0.0736,0.0,0.0,0.0,0.0334,0.0,0.1034,0.0408,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.517
308,0.7534000000000001,0.033100000000000004,0.0,0.0,0.0,0.0418,0.0,0.12789999999999999,0.035,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515
309,0.7517,0.018600000000000002,0.0,0.0,0.0,0.0716,0.0,0.021,0.0679,0.023799999999999998,0.0,0.0438,0.0,0.0,0.0,0.0,0.0,1.549
310,0.7548,0.0,0.0,0.0,0.0294,0.0,0.0,0.013500000000000002,0.06820000000000001,0.0,0.0,0.13269999999999998,0.0,0.0,0.0,0.0,0.0,1.577
311,0.6718000000000001,0.0,0.0,0.0,0.048600000000000004,0.0,0.0,0.0513,0.04820000000000001,0.0,0.0,0.17920000000000003,0.0,0.0,0.0,0.0,0.0,1.62
312,0.6271,0.0,0.0,0.0,0.0688,0.0,0.0,0.0467,0.040999999999999995,0.0,0.0,0.2121,0.0,0.0,0.0,0.0,0.0,1.65
313,0.6676000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33240000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.581
314,0.6329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36700000000000005,0.0,0.0,0.0,0.0,0.0,0.0,1.589
315,0.5347999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46520000000000006,0.0,0.0,0.0,0.0,0.0,0.0,1.621
316,0.4593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5407000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.641
317,0.7572,0.0,0.0,0.0,0.0,0.24280000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.564
318,0.7184999999999999,0.0,0.0,0.0,0.0,0.2815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.582
319,0.6672,0.0,0.0,0.0,0.0,0.33280000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.605
320,0.5787,0.0,0.0,0.0,0.0,0.42119999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.641
321,0.5,0.0,0.0,0.0,0.454,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,1.625
322,0.5,0.0,0.0,0.0,0.3506,0.0,0.0,0.0,0.0,0.0,0.1493,0.0,0.0,0.0,0.0,0.0,0.0,1.625
323,0.5001,0.0,0.0,0.0,0.22899999999999998,0.0,0.0,0.0,0.0,0.0,0.27090000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.626
324,0.4999,0.0,0.0,0.0,0.3669,0.1331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.636
325,0.5,0.0,0.0,0.0,0.32380000000000003,0.17620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64
326,0.5,0.0,0.0,0.0,0.27530000000000004,0.22469999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.645
327,0.4999,0.0,0.0,0.0,0.18989999999999999,0.31010000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.653
328,0.4999,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.668
329,0.0,0.1107,0.0,0.0,0.0,0.0134,0.0,0.08720000000000001,0.0591,0.0,0.0,0.0,0.0,0.0,0.7288,0.0,0.0,1.639
330,0.0,0.0364,0.0,0.0,0.0,0.15660000000000002,0.0,0.0,0.0706,0.0949,0.0,0.0,0.0,0.0,0.6395000000000001,0.0,0.0,1.686
331,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0655,0.0,0.0,0.19460000000000002,0.0,0.0,0.7356,0.0,0.0,1.772
332,0.0,0.0022,0.0,0.0,0.11,0.0,0.0,0.1527,0.0,0.0,0.0,0.0,0.0,0.0,0.7293000000000001,0.0,0.0,1.678
333,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.496
334,0.75,0.0,0.0,0.0579,0.0,0.0,0.0,0.19210000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.502
335,0.75,0.0,0.0,0.1128,0.0,0.0,0.0,0.13720000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.506
336,0.75,0.0,0.0,0.0,0.0596,0.0,0.0,0.19039999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.512
337,0.75,0.0,0.0,0.0,0.1191,0.0,0.0,0.1309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.524
338,0.75,0.0,0.0609,0.0,0.0,0.0,0.0,0.18910000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.499
339,0.75,0.0,0.11470000000000001,0.0,0.0,0.0,0.0,0.1353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.499
340,0.5941,0.18480000000000002,0.024900000000000002,0.0,0.0,0.0,0.0,0.19510000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.487
341,0.7299,0.09609999999999999,0.0,0.0,0.0,0.0116,0.0,0.1617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.514
342,0.7475,0.0,0.0037,0.0,0.0517,0.0,0.0,0.1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.498
343,0.6077,0.13460000000000003,0.0070999999999999995,0.0,0.0072,0.029500000000000002,0.0,0.2023,0.0,0.0,0.0,0.010900000000000002,0.0,0.0,0.0,0.0,0.0,1.536
344,0.5992000000000001,0.0698,0.0125,0.0,0.0,0.1359,0.0,0.0681,0.0,0.1127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.573
345,0.5372,0.18309999999999998,0.0442,0.0,0.0,0.2349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584
346,0.5421,0.07769999999999999,0.0318,0.0,0.0,0.2411,0.0,0.0,0.0,0.0999,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,1.61
347,0.7392000000000001,0.013999999999999999,0.0,0.0,0.045899999999999996,0.0,0.0,0.1721,0.0,0.0,0.0,0.0276,0.0,0.0,0.0,0.0,0.0,1.523
348,0.6011,0.10460000000000001,0.0,0.0,0.036000000000000004,0.0644,0.0,0.16620000000000001,0.0,0.0,0.0,0.0268,0.0,0.0,0.0,0.0,0.0,1.562
349,0.5372,0.0758,0.0309,0.0,0.0,0.24600000000000002,0.0,0.0,0.0,0.1023,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,1.614
350,0.7554000000000001,0.0011,0.0,0.0,0.0045000000000000005,0.0,0.0,0.1503,0.0,0.0,0.0,0.0868,0.0,0.0,0.0,0.0,0.0,1.546
351,0.4979,0.059800000000000006,0.0,0.0,0.0,0.2372,0.0,0.0406,0.0,0.0977,0.0,0.0654,0.0,0.0,0.0,0.0,0.0,1.653
352,0.7384999999999999,0.0,0.0,0.0,0.0045000000000000005,0.0,0.0,0.146,0.0,0.0,0.0,0.1099,0.0,0.0,0.0,0.0,0.0,1.565
353,0.6894,0.0,0.0,0.0,0.008199999999999999,0.0,0.0,0.1216,0.0,0.0,0.0,0.1797,0.0,0.0,0.0,0.0,0.0,1.612
354,0.6954000000000001,0.010900000000000002,0.0,0.0,0.008199999999999999,0.0,0.0,0.0936,0.0,0.0,0.0,0.19090000000000001,0.0,0.0,0.0,0.0,0.0,1.621
