,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,ZnO,SrO,PbO,La2O3,TiO2,GeO2,ZrO2,P2O5,nF
236,0.0,0.6890000000000001,0.0,0.0,0.0,0.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.618
237,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.658
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.85,0.0,0.0,1.67
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.33299999999999996,0.0,0.0,1.799
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,1.804
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.9,0.0,0.0,1.699
242,0.7068000000000001,0.2777,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.468
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.618
244,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.74
245,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.499
246,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.554
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.524
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.564
249,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.591
250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.738
251,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.532
252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,1.601
253,0.0,0.0,0.1429,0.0,0.0,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,0.0,0.0,0.0,2.045
254,0.0,0.6900000000000001,0.0,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.627
255,0.0,0.6900000000000001,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.633
256,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.693
257,0.0,0.55,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1.671
258,0.0,0.45,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,1.739
259,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.742
260,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.865
261,0.0,0.25,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.4,0.0,0.0,1.738
262,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,1.776
263,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,1.856
264,0.0,0.7125,0.0,0.0,0.0,0.0475,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.0,0.0,0.0,0.0,1.694
265,0.0,0.6,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.2,0.16,0.0,0.0,0.0,0.0,1.745
266,0.0,0.6375000000000001,0.0,0.0,0.0,0.0425,0.0,0.0,0.0,0.0,0.0,0.15,0.17,0.0,0.0,0.0,0.0,1.736
267,0.0,0.675,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.0,0.0,0.0,0.0,1.716
268,0.0,0.3,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.38,0.1,0.0,0.0,0.0,0.0,1.891
269,0.0,0.75,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.686
270,0.0,0.55,0.0,0.0,0.0,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.684
271,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.667
272,0.0,0.75,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.61
273,0.9464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0536,0.0,0.0,0.0,1.498
274,0.5763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0201,0.0,0.0,0.4036,0.0,0.0,0.0,0.0,0.0,1.828
275,0.7522,0.0919,0.0,0.0,0.0,0.0105,0.0,0.0877,0.057699999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.522
276,0.5988,0.0,0.025,0.0,0.0998,0.0,0.2745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.573
277,0.6,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.557
278,0.6,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.609
279,0.6,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.655
280,0.6,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,1.699
281,0.6,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.667
282,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,1.665
283,0.65,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,1.687
284,0.1304,0.0,0.21739999999999998,0.0,0.0,0.21739999999999998,0.0,0.0,0.0,0.10869999999999999,0.0,0.0,0.3261,0.0,0.0,0.0,0.0,1.705
285,0.55,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,1.72
286,0.6,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.664
287,0.6,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,1.704
288,0.6675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3325,0.0,0.0,0.0,0.0,0.0,0.0,1.591
289,0.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36700000000000005,0.0,0.0,0.0,0.0,0.0,0.0,1.598
290,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,1.632
291,0.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499,0.0,0.0,0.0,0.0,0.0,0.0,1.64
292,0.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541,0.0,0.0,0.0,0.0,0.0,0.0,1.652
293,0.757,0.0,0.0,0.0,0.0,0.24300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.576
294,0.7190000000000001,0.0,0.0,0.0,0.0,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.593
295,0.667,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.617
296,0.579,0.0,0.0,0.0,0.0,0.42100000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.653
297,0.0,0.625,0.0,0.0,0.225,0.075,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.587
298,0.0,0.75,0.0,0.0,0.15,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.554
299,0.0,0.85,0.0,0.0,0.09,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.524
300,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.729
301,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.684
302,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.704
303,0.0,0.65,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.667
304,0.0,0.7000000000000001,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.654
305,0.0,0.7000000000000001,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.618
306,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.569
307,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4845
308,0.5529000000000001,0.0645,0.0,0.0,0.0,0.2576,0.0,0.0,0.0248,0.0849,0.0,0.012,0.0,0.0,0.0,0.0,0.0,1.629
309,0.6263000000000001,0.045,0.0,0.0,0.0,0.1509,0.0,0.0253,0.050800000000000005,0.09630000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.581
310,0.7256999999999999,0.0736,0.0,0.0,0.0,0.0334,0.0,0.1034,0.0408,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.528
311,0.7534000000000001,0.033100000000000004,0.0,0.0,0.0,0.0418,0.0,0.12789999999999999,0.035,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.533
312,0.7517,0.018600000000000002,0.0,0.0,0.0,0.0716,0.0,0.021,0.0679,0.023799999999999998,0.0,0.0438,0.0,0.0,0.0,0.0,0.0,1.56
313,0.7548,0.0,0.0,0.0,0.0294,0.0,0.0,0.013500000000000002,0.06820000000000001,0.0,0.0,0.13269999999999998,0.0,0.0,0.0,0.0,0.0,1.59
314,0.6718000000000001,0.0,0.0,0.0,0.048600000000000004,0.0,0.0,0.0513,0.04820000000000001,0.0,0.0,0.17920000000000003,0.0,0.0,0.0,0.0,0.0,1.637
315,0.6271,0.0,0.0,0.0,0.0688,0.0,0.0,0.0467,0.040999999999999995,0.0,0.0,0.2121,0.0,0.0,0.0,0.0,0.0,1.669
316,0.7433,0.0,0.0022,0.0045000000000000005,0.1241,0.0,0.0,0.1252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.525
317,0.7438,0.0,0.0026000000000000003,0.0044,0.11080000000000001,0.0,0.0,0.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.523
318,0.7484999999999999,0.0,0.0025,0.0040999999999999995,0.1002,0.0,0.0,0.14400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.522
319,0.7511,0.0,0.0018,0.0038,0.0876,0.0,0.0,0.15539999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.519
320,0.746,0.0,0.0017000000000000001,0.0034999999999999996,0.08,0.0,0.0,0.1672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.517
321,0.735,0.0,0.0034000000000000002,0.0031,0.0674,0.0,0.0,0.1887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515
322,0.7426,0.0,0.0022,0.0022,0.048600000000000004,0.0,0.0,0.20370000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.512
323,0.7465999999999999,0.0,0.0016,0.0,0.0412,0.0,0.0,0.2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51
324,0.7456,0.0,0.0012,0.0,0.0281,0.0,0.0,0.2245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.508
325,0.7484000000000001,0.0,0.0011,0.0,0.0163,0.0,0.0,0.2336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.507
326,0.7477,0.0,0.0014000000000000002,0.0,0.0022,0.0,0.0,0.2481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.507
327,0.7536,0.0,0.055099999999999996,0.0,0.0009,0.0,0.0,0.19010000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.501
328,0.7486,0.0,0.04190000000000001,0.0,0.0013000000000000002,0.0,0.0,0.2077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.501
329,0.753,0.0,0.0257,0.0,0.0002,0.0,0.0,0.2211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.502
330,0.7582,0.0,0.0163,0.0,0.0008,0.0,0.0,0.2243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.503
331,0.4545,0.31579999999999997,0.0105,0.0,0.0993,0.0,0.0,0.0684,0.0509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.539
332,0.5296000000000001,0.2373,0.005,0.0,0.10400000000000001,0.0,0.0,0.0725,0.0512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.541
333,0.6548,0.1235,0.0038,0.0,0.1,0.0,0.0,0.0636,0.053899999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.538
334,0.6751,0.09720000000000001,0.005600000000000001,0.0,0.09630000000000001,0.0,0.0,0.076,0.049400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.534
335,0.6923,0.0861,0.0039000000000000003,0.0,0.09720000000000001,0.0,0.0,0.071,0.049100000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.532
336,0.716,0.0492,0.005600000000000001,0.0,0.0971,0.0,0.0,0.0766,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.531
337,0.7184,0.0488,0.0055000000000000005,0.0,0.09630000000000001,0.0,0.0,0.076,0.0545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.529
338,0.7551000000000001,0.0,0.0064,0.0,0.009000000000000001,0.0,0.0,0.1519,0.0,0.0,0.0,0.0,0.0,0.07690000000000001,0.0,0.0,0.0,1.553
339,0.7593000000000001,0.0,0.0069,0.0,0.0064,0.0,0.0,0.1642,0.0,0.0,0.0,0.0,0.0,0.0626,0.0,0.0,0.0,1.544
340,0.7696,0.0,0.0031,0.0,0.0013000000000000002,0.0,0.0,0.1724,0.0,0.0,0.0,0.0,0.0,0.053099999999999994,0.0,0.0,0.0,1.538
341,0.779,0.0,0.005200000000000001,0.0,0.0017000000000000001,0.0,0.0,0.17870000000000003,0.0,0.0,0.0,0.0,0.0,0.0347,0.0,0.0,0.0,1.527
342,0.7667,0.0,0.0053,0.0,0.0,0.0,0.0,0.2046,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,1.52
343,0.7576999999999999,0.0,0.005699999999999999,0.0,0.0004,0.0,0.0,0.2202,0.0,0.0,0.0,0.0,0.0,0.015600000000000001,0.0,0.0,0.0,1.517
344,0.4448,0.4283,0.005,0.0,0.0015,0.0,0.0,0.1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.496
345,0.495,0.39060000000000006,0.005,0.0,0.0009,0.0,0.0,0.1081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.493
346,0.5543,0.332,0.0055000000000000005,0.0,0.0011,0.0,0.0,0.1066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.494
347,0.6104,0.2845,0.0061,0.0,0.001,0.0,0.0,0.0977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.496
348,0.6469,0.2327,0.0051,0.0,0.0015,0.0,0.0,0.1133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.498
349,0.6961,0.195,0.0054,0.0,0.0014000000000000002,0.0,0.0,0.1017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.501
350,0.7706000000000001,0.11050000000000001,0.0053,0.0,0.001,0.0,0.0,0.11230000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.503
351,0.7293999999999999,0.16649999999999998,0.005,0.0,0.001,0.0,0.0,0.09789999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.513
352,0.3462,0.4053,0.0053,0.0,0.0025,0.0,0.0,0.2404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.534
353,0.37700000000000006,0.36950000000000005,0.0053,0.0,0.0018,0.0,0.0,0.2461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.535
354,0.5274,0.26230000000000003,0.0004,0.0,0.0015,0.0,0.0,0.20809999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.537
355,0.6352000000000001,0.1685,0.0045000000000000005,0.0,0.0012,0.0,0.0,0.1902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.534
356,0.6664,0.12840000000000001,0.0043,0.0,0.0015,0.0,0.0,0.1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.531
357,0.7091,0.10099999999999999,0.0062,0.0,0.0013000000000000002,0.0,0.0,0.1821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.529
358,0.7506,0.0403,0.0062,0.0,0.0015,0.0,0.0,0.2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.524
359,0.7575000000000001,0.0392,0.005600000000000001,0.0,0.0015,0.0,0.0,0.1957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.514
360,0.7759999999999999,0.0058,0.0026000000000000003,0.0,0.0944,0.0,0.0,0.06820000000000001,0.0526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.517
361,0.7813,0.0,0.0034999999999999996,0.0,0.0945,0.0,0.0,0.06849999999999999,0.0519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.516
362,0.7495999999999999,0.0,0.004,0.0,0.0005,0.0,0.0,0.2361,0.0,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.506
363,0.7511,0.0,0.0046,0.0,0.0006,0.0,0.0,0.2169,0.0,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.508
364,0.7542,0.0,0.0053,0.0,0.0006,0.0,0.0,0.2052,0.0,0.0344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.507
365,0.7537,0.0,0.0053,0.0,0.0004,0.0,0.0,0.19399999999999998,0.0,0.0463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.511
366,0.7728,0.0,0.0053,0.0,0.0005,0.0,0.0,0.1703,0.0,0.0509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.507
367,0.7545999999999999,0.0,0.0036,0.0,0.0006,0.0,0.0,0.15539999999999998,0.0,0.0855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.514
368,0.7515000000000001,0.0,0.0108,0.0,0.0006,0.0,0.0,0.1489,0.0,0.08779999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.514
369,0.6676000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33240000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.591
370,0.6329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36700000000000005,0.0,0.0,0.0,0.0,0.0,0.0,1.598
371,0.5347999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46520000000000006,0.0,0.0,0.0,0.0,0.0,0.0,1.632
372,0.4593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5407000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.652
373,0.7572,0.0,0.0,0.0,0.0,0.24280000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.576
374,0.7184999999999999,0.0,0.0,0.0,0.0,0.2815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.593
375,0.6672,0.0,0.0,0.0,0.0,0.33280000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.617
376,0.5787,0.0,0.0,0.0,0.0,0.42119999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.653
377,0.5,0.0,0.0,0.0,0.454,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,1.634
378,0.5,0.0,0.0,0.0,0.3506,0.0,0.0,0.0,0.0,0.0,0.1493,0.0,0.0,0.0,0.0,0.0,0.0,1.634
379,0.5001,0.0,0.0,0.0,0.22899999999999998,0.0,0.0,0.0,0.0,0.0,0.27090000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.637
380,0.4999,0.0,0.0,0.0,0.3669,0.1331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.649
381,0.5,0.0,0.0,0.0,0.32380000000000003,0.17620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.653
382,0.5,0.0,0.0,0.0,0.27530000000000004,0.22469999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.658
383,0.4999,0.0,0.0,0.0,0.18989999999999999,0.31010000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.666
384,0.4999,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.681
385,0.0,0.1107,0.0,0.0,0.0,0.0134,0.0,0.08720000000000001,0.0591,0.0,0.0,0.0,0.0,0.0,0.7288,0.0,0.0,1.653
386,0.0,0.0364,0.0,0.0,0.0,0.15660000000000002,0.0,0.0,0.0706,0.0949,0.0,0.0,0.0,0.0,0.6395000000000001,0.0,0.0,1.703
387,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0655,0.0,0.0,0.19460000000000002,0.0,0.0,0.7356,0.0,0.0,1.8
388,0.0,0.0022,0.0,0.0,0.11,0.0,0.0,0.1527,0.0,0.0,0.0,0.0,0.0,0.0,0.7293000000000001,0.0,0.0,1.695
389,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.604
390,0.75,0.0,0.0,0.0579,0.0,0.0,0.0,0.19210000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51
391,0.75,0.0,0.0,0.1128,0.0,0.0,0.0,0.13720000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515
392,0.75,0.0,0.0,0.0,0.0596,0.0,0.0,0.19039999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.521
393,0.75,0.0,0.0,0.0,0.1191,0.0,0.0,0.1309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.534
394,0.75,0.0,0.0609,0.0,0.0,0.0,0.0,0.18910000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.507
395,0.75,0.0,0.11470000000000001,0.0,0.0,0.0,0.0,0.1353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.507
396,0.5941,0.18480000000000002,0.024900000000000002,0.0,0.0,0.0,0.0,0.19510000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.495
397,0.7299,0.09609999999999999,0.0,0.0,0.0,0.0116,0.0,0.1617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.522
398,0.7475,0.0,0.0037,0.0,0.0517,0.0,0.0,0.1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.506
399,0.6077,0.13460000000000003,0.0070999999999999995,0.0,0.0072,0.029500000000000002,0.0,0.2023,0.0,0.0,0.0,0.010900000000000002,0.0,0.0,0.0,0.0,0.0,1.546
400,0.5992000000000001,0.0698,0.0125,0.0,0.0,0.1359,0.0,0.0681,0.0,0.1127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.583
401,0.5372,0.18309999999999998,0.0442,0.0,0.0,0.2349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.594
402,0.5421,0.07769999999999999,0.0318,0.0,0.0,0.2411,0.0,0.0,0.0,0.0999,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,1.622
403,0.7392000000000001,0.013999999999999999,0.0,0.0,0.045899999999999996,0.0,0.0,0.1721,0.0,0.0,0.0,0.0276,0.0,0.0,0.0,0.0,0.0,1.532
404,0.6011,0.10460000000000001,0.0,0.0,0.036000000000000004,0.0644,0.0,0.16620000000000001,0.0,0.0,0.0,0.0268,0.0,0.0,0.0,0.0,0.0,1.573
405,0.5372,0.0758,0.0309,0.0,0.0,0.24600000000000002,0.0,0.0,0.0,0.1023,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,1.625
406,0.7554000000000001,0.0011,0.0,0.0,0.0045000000000000005,0.0,0.0,0.1503,0.0,0.0,0.0,0.0868,0.0,0.0,0.0,0.0,0.0,1.558
407,0.4979,0.059800000000000006,0.0,0.0,0.0,0.2372,0.0,0.0406,0.0,0.0977,0.0,0.0654,0.0,0.0,0.0,0.0,0.0,1.668
